longitude,latitude,location,photo_id,county,year,description,url,preview
-77.389243,43.11872,approximate,ARO-1-50,Wayne,1938,Centered near East Penfield in Fairport (14450) in Monroe County New York.,http://stor.artstor.org/stor/1d378b0f-ef9a-49a4-9d39-1d75724151eb.jpg,http://stor.artstor.org/stor/1d378b0f-ef9a-49a4-9d39-1d75724151eb_size2
-77.383695,43.198413,approximate,ARO-1-56,Wayne,1938,Centered near Roseland in Webster (14580) in Monroe County New York.,http://stor.artstor.org/stor/df48b489-a251-4012-9b0d-00d3a3e9a714.jpg,http://stor.artstor.org/stor/df48b489-a251-4012-9b0d-00d3a3e9a714_size2
-77.384702,43.173094,approximate,ARO-1-54,Wayne,1938,Centered near Roseland in Webster (14580) in Monroe County New York.,http://stor.artstor.org/stor/40586396-73bf-4c69-9b06-6644915a59f2.jpg,http://stor.artstor.org/stor/40586396-73bf-4c69-9b06-6644915a59f2_size2
-77.309717,43.110325,approximate,ARO-1-8,Wayne,1938,Centered near Cator Corners in Macedon (14502) in Wayne County New York.,http://stor.artstor.org/stor/6fa0297e-3703-421d-bb1c-d87fe0fb5c11.jpg,http://stor.artstor.org/stor/6fa0297e-3703-421d-bb1c-d87fe0fb5c11_size2
-77.308711,43.081676,approximate,ARO-1-6,Wayne,1938,Centered near North Macedon in Macedon (14502) in Wayne County New York.,http://stor.artstor.org/stor/c4cec4d8-0af9-429b-98c3-6d3e184f3656.jpg,http://stor.artstor.org/stor/c4cec4d8-0af9-429b-98c3-6d3e184f3656_size2
-76.772818,43.325195,approximate,ARO-2-19,Wayne,1938,Centered near North Wolcott in Sterling (13156) in Cayuga County New York.,http://stor.artstor.org/stor/a756b6ed-f94f-4286-b6b4-84dd3b6916d2.jpg,http://stor.artstor.org/stor/a756b6ed-f94f-4286-b6b4-84dd3b6916d2_size2
-77.23013,43.242141,approximate,ARO-2-111,Wayne,1938,Centered near Furnaceville in Williamson (14589) in Wayne County New York.,http://stor.artstor.org/stor/90b10660-9cf1-4716-bf68-caaa255e4141.jpg,http://stor.artstor.org/stor/90b10660-9cf1-4716-bf68-caaa255e4141_size2
-77.228975,43.254965,approximate,ARO-2-109,Wayne,1938,Centered near Furnaceville in Williamson (14589) in Wayne County New York.,http://stor.artstor.org/stor/4f367586-4826-4a92-ab3c-047a6a563b0e.jpg,http://stor.artstor.org/stor/4f367586-4826-4a92-ab3c-047a6a563b0e_size2
-76.84918,43.297047,approximate,ARO-2-23,Wayne,1938,Centered near Desbrough Park in Wolcott (14590) in Wayne County New York.,http://stor.artstor.org/stor/faaaeefd-5c19-4784-948a-40ea8dbf826f.jpg,http://stor.artstor.org/stor/faaaeefd-5c19-4784-948a-40ea8dbf826f_size2
-77.229159,43.286692,approximate,ARO-2-107,Wayne,1938,Centered near Pultneyville in Williamson (14589) in Wayne County New York.,http://stor.artstor.org/stor/96040578-02d0-42ad-9e5d-0f1ee69e180f.jpg,http://stor.artstor.org/stor/96040578-02d0-42ad-9e5d-0f1ee69e180f_size2
-76.768046,43.275077,approximate,ARO-2-15,Wayne,1938,Centered near North Wolcott in Wolcott (14590) in Wayne County New York.,http://stor.artstor.org/stor/924bca88-63c8-4054-8bf5-5391e1268583.jpg,http://stor.artstor.org/stor/924bca88-63c8-4054-8bf5-5391e1268583_size2
-76.766495,43.302722,approximate,ARO-2-17,Wayne,1938,Centered near North Wolcott in Wolcott (14590) in Wayne County New York.,http://stor.artstor.org/stor/f8e04a16-6be5-496c-adf2-37daeeab9e92.jpg,http://stor.artstor.org/stor/f8e04a16-6be5-496c-adf2-37daeeab9e92_size2
-76.764691,43.245062,approximate,ARO-2-13,Wayne,1938,Centered in Red Creek (13143) in Wayne County New York.,http://stor.artstor.org/stor/e0d30829-782b-489c-a938-cb7214507cf0.jpg,http://stor.artstor.org/stor/e0d30829-782b-489c-a938-cb7214507cf0_size2
-76.763659,43.220979,approximate,ARO-2-11,Wayne,1938,Centered in Wolcott (14590) in Wayne County New York.,http://stor.artstor.org/stor/a3486147-e5cc-4757-a9f6-fe5bc938474f.jpg,http://stor.artstor.org/stor/a3486147-e5cc-4757-a9f6-fe5bc938474f_size2
-77.156722,43.228428,approximate,ARO-2-97,Wayne,1938,Centered near East Williamson in Williamson (14589) in Wayne County New York.,http://stor.artstor.org/stor/19615bc3-9ad4-4505-bb29-662c97ad73c0.jpg,http://stor.artstor.org/stor/19615bc3-9ad4-4505-bb29-662c97ad73c0_size2
-77.15309,43.256355,approximate,ARO-2-95,Wayne,1938,Centered near East Williamson in Williamson (14589) in Wayne County New York.,http://stor.artstor.org/stor/c2397b24-3a69-4eed-888d-3a0fe49b5134.jpg,http://stor.artstor.org/stor/c2397b24-3a69-4eed-888d-3a0fe49b5134_size2
-77.149963,43.197522,approximate,ARO-2-99,Wayne,1938,Centered near Owls Nest in Marion (14505) in Wayne County New York.,http://stor.artstor.org/stor/2cc3dadd-7e52-4b70-b111-fdb2eb3b75d1.jpg,http://stor.artstor.org/stor/2cc3dadd-7e52-4b70-b111-fdb2eb3b75d1_size2
-77.148464,43.017039,approximate,ARO-3-46,Wayne,1938,Centered near Port Gibson in Clifton Springs (14432) in Ontario County New York.,http://stor.artstor.org/stor/0defbb0b-8504-4340-812a-af0025810cec.jpg,http://stor.artstor.org/stor/0defbb0b-8504-4340-812a-af0025810cec_size2
-77.149529,43.09752,approximate,ARO-3-40,Wayne,1938,Centered near East Palmyra in Newark (14513) in Wayne County New York.,http://stor.artstor.org/stor/ba18c992-fc98-4bd1-b1f8-0b9ffe790162.jpg,http://stor.artstor.org/stor/ba18c992-fc98-4bd1-b1f8-0b9ffe790162_size2
-77.152993,43.069528,approximate,ARO-3-42,Wayne,1938,Centered near East Palmyra in Newark (14513) in Wayne County New York.,http://stor.artstor.org/stor/66f2158a-dcd1-4097-a8e4-a313d9bf8d76.jpg,http://stor.artstor.org/stor/66f2158a-dcd1-4097-a8e4-a313d9bf8d76_size2
-77.152868,43.043279,approximate,ARO-3-44,Wayne,1938,Centered near Port Gibson in Palmyra (14522) in Wayne County New York.,http://stor.artstor.org/stor/d1b6aba1-7aa8-4d76-901b-d818e88b0ec5.jpg,http://stor.artstor.org/stor/d1b6aba1-7aa8-4d76-901b-d818e88b0ec5_size2
-77.152419,43.180952,approximate,ARO-3-34,Wayne,1938,Centered near Owls Nest in Marion (14505) in Wayne County New York.,http://stor.artstor.org/stor/e4959844-0b4d-4756-9f50-3756f0ef0078.jpg,http://stor.artstor.org/stor/e4959844-0b4d-4756-9f50-3756f0ef0078_size2
-77.074948,43.113076,approximate,ARO-3-4,Wayne,1938,Centered near Fairville in Newark (14513) in Wayne County New York.,http://stor.artstor.org/stor/346eab26-1224-4326-a561-791188f93500.jpg,http://stor.artstor.org/stor/346eab26-1224-4326-a561-791188f93500_size2
-77.152888,43.154294,approximate,ARO-3-36,Wayne,1938,Centered near Minsteed in Marion (14505) in Wayne County New York.,http://stor.artstor.org/stor/bca5f245-6e09-4a01-82fa-0d40c05cdb6e.jpg,http://stor.artstor.org/stor/bca5f245-6e09-4a01-82fa-0d40c05cdb6e_size2
-77.1174,43.195746,approximate,ARO-3-31,Wayne,1938,Centered near Joy in Marion (14505) in Wayne County New York.,http://stor.artstor.org/stor/7faf4eed-de12-48b7-8d97-cd64f4d9218e.jpg,http://stor.artstor.org/stor/7faf4eed-de12-48b7-8d97-cd64f4d9218e_size2
-77.157318,43.124974,approximate,ARO-3-38,Wayne,1938,Centered in Marion (14505) in Wayne County New York.,http://stor.artstor.org/stor/b5c4518b-f062-46da-a501-1a4d3c04311d.jpg,http://stor.artstor.org/stor/b5c4518b-f062-46da-a501-1a4d3c04311d_size2
-77.009198,42.997059,approximate,ARO-4-42,Wayne,1938,Centered near Alloway in Phelps (14532) in Ontario County New York.,http://stor.artstor.org/stor/e16cb401-1529-46b0-b8de-d98e9d7bc768.jpg,http://stor.artstor.org/stor/e16cb401-1529-46b0-b8de-d98e9d7bc768_size2
-76.968107,43.077062,approximate,ARO-4-30,Wayne,1938,Centered near Lock Berlin in Lyons (14489) in Wayne County New York.,http://stor.artstor.org/stor/3bd971f5-4779-42ad-a593-94a67ea95933.jpg,http://stor.artstor.org/stor/3bd971f5-4779-42ad-a593-94a67ea95933_size2
-77.009749,43.023457,approximate,ARO-4-44,Wayne,1938,Centered near Alloway in Lyons (14489) in Wayne County New York.,http://stor.artstor.org/stor/8a6c83f8-bc3f-4db4-b4ae-d948f855f1e0.jpg,http://stor.artstor.org/stor/8a6c83f8-bc3f-4db4-b4ae-d948f855f1e0_size2
-76.962037,42.998438,approximate,ARO-4-36,Wayne,1938,Centered near Thompson in Lyons (14489) in Wayne County New York.,http://stor.artstor.org/stor/edc8cb43-56ef-48db-8248-b167ab04557e.jpg,http://stor.artstor.org/stor/edc8cb43-56ef-48db-8248-b167ab04557e_size2
-76.933314,43.00769,approximate,ARO-4-4,Wayne,1938,Centered near Dublin in Clyde (14433) in Wayne County New York.,http://stor.artstor.org/stor/9a09d8dd-4501-47be-9744-7e5304702849.jpg,http://stor.artstor.org/stor/9a09d8dd-4501-47be-9744-7e5304702849_size2
-76.964564,43.024335,approximate,ARO-4-34,Wayne,1938,Centered near Alloway in Lyons (14489) in Wayne County New York.,http://stor.artstor.org/stor/f3017450-345c-4cff-933e-50aba1fc7bea.jpg,http://stor.artstor.org/stor/f3017450-345c-4cff-933e-50aba1fc7bea_size2
-77.005353,43.050152,approximate,ARO-4-46,Wayne,1938,Centered in Lyons (14489) in Wayne County New York.,http://stor.artstor.org/stor/34174a90-91e6-4b31-aac7-da431768c2e2.jpg,http://stor.artstor.org/stor/34174a90-91e6-4b31-aac7-da431768c2e2_size2
-77.00679,43.076358,approximate,ARO-4-48,Wayne,1938,Centered in Lyons (14489) in Wayne County New York.,http://stor.artstor.org/stor/e3ee195b-1576-4d27-aac7-73f122b826a1.jpg,http://stor.artstor.org/stor/e3ee195b-1576-4d27-aac7-73f122b826a1_size2
-76.968211,43.051257,approximate,ARO-4-32,Wayne,1938,Centered in Lyons (14489) in Wayne County New York.,http://stor.artstor.org/stor/4299cec0-012b-4d1f-8b52-60af8ffb8dcb.jpg,http://stor.artstor.org/stor/4299cec0-012b-4d1f-8b52-60af8ffb8dcb_size2
-76.639384,42.468955,approximate,ARU-1-47,Tompkins,1938,Centered near Christian Hill in Trumansburg (14886) in Tompkins County New York.,http://stor.artstor.org/stor/90140a02-9152-4ce5-b557-77f85a613c87.jpg,http://stor.artstor.org/stor/90140a02-9152-4ce5-b557-77f85a613c87_size2
-76.638105,42.495727,approximate,ARU-1-49,Tompkins,1938,Centered near Jacksonville in Trumansburg (14886) in Tompkins County New York.,http://stor.artstor.org/stor/b08243a4-447a-471b-8113-bbc160454e28.jpg,http://stor.artstor.org/stor/b08243a4-447a-471b-8113-bbc160454e28_size2
-76.637876,42.548727,approximate,ARU-1-53,Tompkins,1938,Centered near Halseyville in Trumansburg (14886) in Tompkins County New York.,http://stor.artstor.org/stor/44d38c5d-50c2-49a9-bfc0-b26e66434f97.jpg,http://stor.artstor.org/stor/44d38c5d-50c2-49a9-bfc0-b26e66434f97_size2
-76.638826,42.416687,approximate,ARU-1-43,Tompkins,1938,Centered near Bostwick Corners in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/9d3e6f80-9f1e-4182-bc05-334b44655b40.jpg,http://stor.artstor.org/stor/9d3e6f80-9f1e-4182-bc05-334b44655b40_size2
-76.640059,42.390949,approximate,ARU-1-41,Tompkins,1938,Centered near Trumbull Corners in Newfield (14867) in Tompkins County New York.,http://stor.artstor.org/stor/a7ccbfe9-e963-4ea0-af00-5d5b633236fa.jpg,http://stor.artstor.org/stor/a7ccbfe9-e963-4ea0-af00-5d5b633236fa_size2
-76.640874,42.522517,approximate,ARU-1-51,Tompkins,1938,Centered near Halseyville in Trumansburg (14886) in Tompkins County New York.,http://stor.artstor.org/stor/dbc8a10e-2b95-4fa0-b50f-b1d083d2f87c.jpg,http://stor.artstor.org/stor/dbc8a10e-2b95-4fa0-b50f-b1d083d2f87c_size2
-76.608192,42.595192,approximate,ARU-1-5,Tompkins,1938,Centered near Lake Ridge in Lansing (14882) in Tompkins County New York.,http://stor.artstor.org/stor/d4ecf6a2-5c18-4b35-a92c-74d9ea23279b.jpg,http://stor.artstor.org/stor/d4ecf6a2-5c18-4b35-a92c-74d9ea23279b_size2
-76.638663,42.443421,approximate,ARU-1-45,Tompkins,1938,Centered near Enfield in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/d9d60635-4131-4609-9870-a747660eab2e.jpg,http://stor.artstor.org/stor/d9d60635-4131-4609-9870-a747660eab2e_size2
-76.67878,42.535988,approximate,ARU-1-58,Tompkins,1938,Centered in Trumansburg (14886) in Tompkins County New York.,http://stor.artstor.org/stor/8e676000-6ad7-4c38-b8cf-7a2725c58872.jpg,http://stor.artstor.org/stor/8e676000-6ad7-4c38-b8cf-7a2725c58872_size2
-76.331755,42.616752,approximate,ARU-2-3,Tompkins,1938,Centered near Morton Corners in Groton (13073) in Tompkins County New York.,http://stor.artstor.org/stor/7b72664c-da9f-46e7-bf43-775ea2dc83e6.jpg,http://stor.artstor.org/stor/7b72664c-da9f-46e7-bf43-775ea2dc83e6_size2
-76.295622,42.512898,approximate,ARU-2-33,Tompkins,1938,Centered near Lacy Corners in Freeville (13068) in Tompkins County New York.,http://stor.artstor.org/stor/2a244301-6a89-47d1-b458-abc9ac1b330e.jpg,http://stor.artstor.org/stor/2a244301-6a89-47d1-b458-abc9ac1b330e_size2
-76.291086,42.539873,approximate,ARU-2-35,Tompkins,1938,Centered near McLean in Freeville (13068) in Tompkins County New York.,http://stor.artstor.org/stor/f53bf848-aef5-43c5-ba08-89db301bd787.jpg,http://stor.artstor.org/stor/f53bf848-aef5-43c5-ba08-89db301bd787_size2
-76.295913,42.564963,approximate,ARU-2-37,Tompkins,1938,Centered near McLean in Cortland (13045) in Cortland County New York.,http://stor.artstor.org/stor/df84ac4d-32a6-4cf7-9349-759f8e618d29.jpg,http://stor.artstor.org/stor/df84ac4d-32a6-4cf7-9349-759f8e618d29_size2
-76.293401,42.616698,approximate,ARU-2-41,Tompkins,1938,Centered near Groton City in Groton (13073) in Tompkins County New York.,http://stor.artstor.org/stor/9cefc719-f261-4c40-be30-435da7d92e3e.jpg,http://stor.artstor.org/stor/9cefc719-f261-4c40-be30-435da7d92e3e_size2
-76.293921,42.590327,approximate,ARU-2-39,Tompkins,1938,Centered near Nubia in Groton (13073) in Tompkins County New York.,http://stor.artstor.org/stor/2b6f5e95-6174-4d0f-88b4-e61a36ef71c6.jpg,http://stor.artstor.org/stor/2b6f5e95-6174-4d0f-88b4-e61a36ef71c6_size2
-76.374252,42.462297,approximate,ARU-2-28,Tompkins,1938,Centered near Etna in Freeville (13068) in Tompkins County New York.,http://stor.artstor.org/stor/5aebd00c-28f9-4745-8ea5-f1d3ee22cfee.jpg,http://stor.artstor.org/stor/5aebd00c-28f9-4745-8ea5-f1d3ee22cfee_size2
-76.374522,42.436861,approximate,ARU-2-26,Tompkins,1938,Centered near Ellis in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/5d26dd80-8d5f-46c7-87ee-1919453daaac.jpg,http://stor.artstor.org/stor/5d26dd80-8d5f-46c7-87ee-1919453daaac_size2
-76.293651,42.48651,approximate,ARU-2-31,Tompkins,1938,Centered in Dryden (13053) in Tompkins County New York.,http://stor.artstor.org/stor/39752aca-aec4-4d24-bb15-39197ee2c3be.jpg,http://stor.artstor.org/stor/39752aca-aec4-4d24-bb15-39197ee2c3be_size2
-76.485428,42.533775,approximate,ARU-3-19,Tompkins,1938,Centered near Terpening Corners in Lansing (14882) in Tompkins County New York.,http://stor.artstor.org/stor/12dba20c-286a-4693-b569-5d682b2dc6aa.jpg,http://stor.artstor.org/stor/12dba20c-286a-4693-b569-5d682b2dc6aa_size2
-76.486362,42.607864,approximate,ARU-3-25,Tompkins,1938,Centered near North Lansing in Locke (13092) in Cayuga County New York.,http://stor.artstor.org/stor/9b9da2bc-65cd-41a9-bd63-a48d130ff14d.jpg,http://stor.artstor.org/stor/9b9da2bc-65cd-41a9-bd63-a48d130ff14d_size2
-76.485643,42.462231,approximate,ARU-3-13,Tompkins,1938,Centered near Cayuga Heights in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/57146250-dc55-4929-99f3-6512167e3d4c.jpg,http://stor.artstor.org/stor/57146250-dc55-4929-99f3-6512167e3d4c_size2
-76.490399,42.315447,approximate,ARU-3-1,Tompkins,1938,Centered near West Danby in Spencer (14883) in Tioga County New York.,http://stor.artstor.org/stor/db1df4bf-1849-488b-81dd-169f58962e9d.jpg,http://stor.artstor.org/stor/db1df4bf-1849-488b-81dd-169f58962e9d_size2
-76.484107,42.583106,approximate,ARU-3-23,Tompkins,1938,Centered near East Lansing in Groton (13073) in Tompkins County New York.,http://stor.artstor.org/stor/d444a450-a203-4c97-a250-6a431beed42b.jpg,http://stor.artstor.org/stor/d444a450-a203-4c97-a250-6a431beed42b_size2
-76.480878,42.558422,approximate,ARU-3-21,Tompkins,1938,Centered near Midway in Lansing (14882) in Tompkins County New York.,http://stor.artstor.org/stor/29754e6c-e541-407a-b34d-12928fd0b500.jpg,http://stor.artstor.org/stor/29754e6c-e541-407a-b34d-12928fd0b500_size2
-76.485484,42.486076,approximate,ARU-3-15,Tompkins,1938,Centered near Lansing in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/4ea0d97f-9193-4024-984c-93c4c4e159b8.jpg,http://stor.artstor.org/stor/4ea0d97f-9193-4024-984c-93c4c4e159b8_size2
-76.484649,42.437963,approximate,ARU-3-11,Tompkins,1938,Centered near East Ithaca in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/a047cd67-3195-4cc3-a478-77ed67b850da.jpg,http://stor.artstor.org/stor/a047cd67-3195-4cc3-a478-77ed67b850da_size2
-76.486889,42.511182,approximate,ARU-3-17,Tompkins,1938,Centered near Asbury in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/6c960053-6963-4a56-b492-e307a6f65351.jpg,http://stor.artstor.org/stor/6c960053-6963-4a56-b492-e307a6f65351_size2
-76.638787,42.572014,approximate,ARU-3-87,Tompkins,1938,Centered near Osgood Landing in Trumansburg (14886) in Tompkins County New York.,http://stor.artstor.org/stor/59095d40-4f6f-4710-911f-d3d78a0b9ad6.jpg,http://stor.artstor.org/stor/59095d40-4f6f-4710-911f-d3d78a0b9ad6_size2
-76.642369,42.601281,approximate,ARU-3-89,Tompkins,1938,Centered near Lake Ridge in Interlaken (14847) in Seneca County New York.,http://stor.artstor.org/stor/84c40f02-ab5e-4f84-8ac1-248b79d5d083.jpg,http://stor.artstor.org/stor/84c40f02-ab5e-4f84-8ac1-248b79d5d083_size2
-76.56773,42.581678,approximate,ARU-3-81,Tompkins,1938,Centered near Lansingville in Lansing (14882) in Tompkins County New York.,http://stor.artstor.org/stor/e6d1cc59-e4da-4103-a68e-083ffdbbc331.jpg,http://stor.artstor.org/stor/e6d1cc59-e4da-4103-a68e-083ffdbbc331_size2
-76.570191,42.556091,approximate,ARU-3-79,Tompkins,1938,Centered near Ludlowville in Lansing (14882) in Tompkins County New York.,http://stor.artstor.org/stor/15fc2eee-4448-49e8-8ad9-feaaf3e25827.jpg,http://stor.artstor.org/stor/15fc2eee-4448-49e8-8ad9-feaaf3e25827_size2
-76.563375,42.60531,approximate,ARU-3-83,Tompkins,1938,Centered near Lansingville in Lansing (14882) in Tompkins County New York.,http://stor.artstor.org/stor/456ae5fd-e440-4d43-b13d-c4ae572265d3.jpg,http://stor.artstor.org/stor/456ae5fd-e440-4d43-b13d-c4ae572265d3_size2
-76.483985,42.413687,approximate,ARU-3-9,Tompkins,1938,Centered near South Hill in Ithaca (14850) in Tompkins County New York.,http://stor.artstor.org/stor/1ff54fda-b636-4296-87f3-61e2b992f642.jpg,http://stor.artstor.org/stor/1ff54fda-b636-4296-87f3-61e2b992f642_size2
-76.640484,42.623681,approximate,ARU-3-91,Tompkins,1938,Centered near Atwaters in Lansing (14882) in Tompkins County New York.,http://stor.artstor.org/stor/96506a81-ebea-4b84-b68e-457ac06a567a.jpg,http://stor.artstor.org/stor/96506a81-ebea-4b84-b68e-457ac06a567a_size2
-76.890828,42.957126,approximate,ARV-1-83,Seneca,1938,Centered near Stone Church Corner in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/5b5f873e-de52-4f9c-95d9-998189642529.jpg,http://stor.artstor.org/stor/5b5f873e-de52-4f9c-95d9-998189642529_size2
-76.960542,42.90045,approximate,ARV-1-9,Seneca,1938,Centered near Dobbins Corner in Geneva (14456) in Ontario County New York.,http://stor.artstor.org/stor/980dea65-e93a-4945-a7c7-f1d338df59ab.jpg,http://stor.artstor.org/stor/980dea65-e93a-4945-a7c7-f1d338df59ab_size2
-76.888092,42.884801,approximate,ARV-1-77,Seneca,1938,Centered near Parr Harbor in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/8b8cd909-898a-497b-927d-d386820535c4.jpg,http://stor.artstor.org/stor/8b8cd909-898a-497b-927d-d386820535c4_size2
-76.889377,42.909651,approximate,ARV-1-79,Seneca,1938,Centered near Parr Harbor in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/635797f2-3f56-4b09-9b58-f9eb6c468a9c.jpg,http://stor.artstor.org/stor/635797f2-3f56-4b09-9b58-f9eb6c468a9c_size2
-76.886458,42.860875,approximate,ARV-1-75,Seneca,1938,Centered near Rose Hill in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/2ab232c8-ba06-4eac-b857-70a732567b66.jpg,http://stor.artstor.org/stor/2ab232c8-ba06-4eac-b857-70a732567b66_size2
-76.889964,42.928857,approximate,ARV-1-81,Seneca,1938,Centered near Parr Harbor in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/21c2a73d-cacb-47cc-b43c-b73156bd30df.jpg,http://stor.artstor.org/stor/21c2a73d-cacb-47cc-b43c-b73156bd30df_size2
-76.891466,43.016006,approximate,ARV-1-88,Seneca,1938,Centered near Marengo in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/7a93e9a6-56a4-4e29-bd9a-12a5c7b524a9.jpg,http://stor.artstor.org/stor/7a93e9a6-56a4-4e29-bd9a-12a5c7b524a9_size2
-76.891761,42.981595,approximate,ARV-1-85,Seneca,1938,Centered near Dublin in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/7ad38ef8-4c1d-4203-a7e4-a3ba97130f27.jpg,http://stor.artstor.org/stor/7ad38ef8-4c1d-4203-a7e4-a3ba97130f27_size2
-76.891458,43.000941,approximate,ARV-1-87,Seneca,1938,Centered near Dublin in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/ad7373eb-562e-47d6-bb4b-c95bd8c35ad6.jpg,http://stor.artstor.org/stor/ad7373eb-562e-47d6-bb4b-c95bd8c35ad6_size2
-76.803315,42.935603,approximate,ARV-2-72,Seneca,1938,Centered near Lehigh Valley Junction in Seneca Falls (13148) in Seneca County New York.,http://stor.artstor.org/stor/ee0d4cc2-8438-4ad0-93b0-27e69b6d1f0c.jpg,http://stor.artstor.org/stor/ee0d4cc2-8438-4ad0-93b0-27e69b6d1f0c_size2
-76.809331,42.690359,approximate,ARV-2-51,Seneca,1938,Centered near Hayt Corners in Ovid (14521) in Seneca County New York.,http://stor.artstor.org/stor/9e33d7fa-52ac-4f28-8a0d-29bbb18037df.jpg,http://stor.artstor.org/stor/9e33d7fa-52ac-4f28-8a0d-29bbb18037df_size2
-76.813499,42.579143,approximate,ARV-2-41,Seneca,1938,Centered near Lodi Center in Lodi (14860) in Seneca County New York.,http://stor.artstor.org/stor/7fe42aa2-169f-45b1-a844-1361e0773380.jpg,http://stor.artstor.org/stor/7fe42aa2-169f-45b1-a844-1361e0773380_size2
-76.848923,42.866458,approximate,ARV-2-7,Seneca,1938,Centered in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/7051fd59-4ce9-4695-8c6b-472cf28b0042.jpg,http://stor.artstor.org/stor/7051fd59-4ce9-4695-8c6b-472cf28b0042_size2
-76.84757,42.892125,approximate,ARV-2-5,Seneca,1938,Centered in Waterloo (13165) in Seneca County New York.,http://stor.artstor.org/stor/3d0d890e-d3b0-4ea5-bce3-bcad74431c7c.jpg,http://stor.artstor.org/stor/3d0d890e-d3b0-4ea5-bce3-bcad74431c7c_size2
-76.812313,42.6257,approximate,ARV-2-45,Seneca,1938,Centered in Lodi (14860) in Seneca County New York.,http://stor.artstor.org/stor/65cf3c07-2a3d-41b1-89b3-3370c334c006.jpg,http://stor.artstor.org/stor/65cf3c07-2a3d-41b1-89b3-3370c334c006_size2
-76.809685,42.670578,approximate,ARV-2-49,Seneca,1938,Centered in Ovid (14521) in Seneca County New York.,http://stor.artstor.org/stor/163287ef-daff-4a9a-95fb-cc24ef9c5721.jpg,http://stor.artstor.org/stor/163287ef-daff-4a9a-95fb-cc24ef9c5721_size2
-76.813442,42.601134,approximate,ARV-2-43,Seneca,1938,Centered in Lodi (14860) in Seneca County New York.,http://stor.artstor.org/stor/e427730c-8d32-4c69-a05f-d606edef9602.jpg,http://stor.artstor.org/stor/e427730c-8d32-4c69-a05f-d606edef9602_size2
-76.812053,42.648721,approximate,ARV-2-47,Seneca,1938,Centered in Ovid (14521) in Seneca County New York.,http://stor.artstor.org/stor/8e1346fb-c0d9-4113-8b45-3825d6f4617b.jpg,http://stor.artstor.org/stor/8e1346fb-c0d9-4113-8b45-3825d6f4617b_size2
-76.60473,42.894157,approximate,ARW-1-30,Cayuga,1938,Centered near Shumaker Crossing in Auburn (13021) in Cayuga County New York.,http://stor.artstor.org/stor/fcc58542-1b65-435d-912b-95a0afab4020.jpg,http://stor.artstor.org/stor/fcc58542-1b65-435d-912b-95a0afab4020_size2
-76.636293,42.848191,approximate,ARW-1-23,Cayuga,1938,Centered near Powers Corner in Cayuga (13034) in Cayuga County New York.,http://stor.artstor.org/stor/0e424ba5-276b-441a-80cb-5c359c38fa32.jpg,http://stor.artstor.org/stor/0e424ba5-276b-441a-80cb-5c359c38fa32_size2
-76.638426,42.824248,approximate,ARW-1-21,Cayuga,1938,Centered near Bunker in Union Springs (13160) in Cayuga County New York.,http://stor.artstor.org/stor/90bbd6ab-a069-48a8-b5cb-444f48d7bacb.jpg,http://stor.artstor.org/stor/90bbd6ab-a069-48a8-b5cb-444f48d7bacb_size2
-76.643445,42.802182,approximate,ARW-1-19,Cayuga,1938,Centered near Bunker in Union Springs (13160) in Cayuga County New York.,http://stor.artstor.org/stor/88f66eda-61bc-47fe-9696-1c7a1a7d94de.jpg,http://stor.artstor.org/stor/88f66eda-61bc-47fe-9696-1c7a1a7d94de_size2
-76.645891,42.778976,approximate,ARW-1-17,Cayuga,1938,Centered near Scipioville in Aurora (13026) in Cayuga County New York.,http://stor.artstor.org/stor/f1b72a2e-bc49-4b61-9cc6-1d1d23ff7b07.jpg,http://stor.artstor.org/stor/f1b72a2e-bc49-4b61-9cc6-1d1d23ff7b07_size2
-76.600993,42.842143,approximate,ARW-1-34,Cayuga,1938,Centered near Mapleton in Auburn (13021) in Cayuga County New York.,http://stor.artstor.org/stor/d0d1ab05-b5f3-4a08-b4c7-cd9701305430.jpg,http://stor.artstor.org/stor/d0d1ab05-b5f3-4a08-b4c7-cd9701305430_size2
-76.63625,42.893544,approximate,ARW-1-27,Cayuga,1938,Centered near Oakwood in Auburn (13021) in Cayuga County New York.,http://stor.artstor.org/stor/1bde78b8-7d78-4672-8222-4a1acec53755.jpg,http://stor.artstor.org/stor/1bde78b8-7d78-4672-8222-4a1acec53755_size2
